alert_id,screened_name,list_entry,score,date_of_birth,country,resolution,cause
alr_009300,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8771,1990-07-21,MX,false_positive,entidad_generica
alr_009301,Nguyen Van Minh,Nguyen Van Minh,0.7676,1978-03-14,RU,false_positive,entidad_generica
alr_009302,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7984,1990-07-21,VN,false_positive,sin_fecha_nacimiento
alr_009303,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9992,,CN,false_positive,entidad_generica
alr_009304,Ana Garcia Lopez,Ana Garcia Lopez,0.7864,1990-07-21,VN,false_positive,entidad_generica
alr_009305,Petrova Ivanova Olga,Olga Petrova Ivanova,0.8705,,VN,false_positive,transliteracion
alr_009306,Ivanova Petrova Olga,Olga Petrova Ivanova,0.8224,1978-03-14,CN,false_positive,entidad_generica
alr_009307,Kim Min Jun,Kim Min Jun,0.7487,1978-03-14,EG,false_positive,apellido_frecuente
alr_009308,Rios Carlos Mendez,Carlos Mendez Rios,0.7324,1985-11-02,VN,false_positive,apellido_frecuente
alr_009309,Lopez Ana Garcia,Ana Garcia Lopez,0.8828,1978-03-14,CL,false_positive,entidad_generica
alr_009310,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9395,1985-11-02,KR,false_positive,transliteracion
alr_009311,Carlos Mendez Rios,Carlos Mendez Rios,0.9381,,RU,false_positive,otras
alr_009312,Jun Kim Min,Kim Min Jun,0.7894,1990-07-21,CL,false_positive,apellido_frecuente
alr_009313,Wei Wang Chen,Wang Wei Chen,0.7392,,KR,false_positive,apellido_frecuente
alr_009314,Carlos Mendez Rios,Carlos Mendez Rios,0.7164,1985-11-02,MX,false_positive,otras
alr_009315,Ana Garcia Lopez,Ana Garcia Lopez,0.9725,1985-11-02,VN,false_positive,entidad_generica
alr_009316,Kim Min Jun,Kim Min Jun,0.9225,1990-07-21,IN,false_positive,entidad_generica
alr_009317,Jun Kim Min,Kim Min Jun,0.7265,,CL,false_positive,transliteracion
alr_009318,Ana Garcia Lopez,Ana Garcia Lopez,0.8359,1990-07-21,CL,false_positive,entidad_generica
alr_009319,Carlos Mendez Rios,Carlos Mendez Rios,0.9404,1978-03-14,KR,false_positive,apellido_frecuente
alr_009320,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7434,1985-11-02,MX,false_positive,otras
alr_009321,Kim Min Jun,Kim Min Jun,0.7426,1990-07-21,IN,false_positive,entidad_generica
alr_009322,Ahmed Hassan Ali,Ahmed Hassan Ali,0.91,1990-07-21,RU,false_positive,apellido_frecuente
alr_009323,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7768,1978-03-14,KR,false_positive,otras
alr_009324,Kim Min Jun,Kim Min Jun,0.9758,1990-07-21,VN,false_positive,transliteracion
alr_009325,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9405,1990-07-21,EG,false_positive,apellido_frecuente
alr_009326,Garcia Ana Lopez,Ana Garcia Lopez,0.8904,1990-07-21,KR,false_positive,entidad_generica
alr_009327,Costa Maria Silva,Maria Silva Costa,0.8378,1990-07-21,VN,false_positive,apellido_frecuente
alr_009328,Wang Wei Chen,Wang Wei Chen,0.9812,,CL,false_positive,otras
alr_009329,Ana Garcia Lopez,Ana Garcia Lopez,0.9858,1990-07-21,CN,false_positive,sin_fecha_nacimiento
alr_009330,Ana Garcia Lopez,Ana Garcia Lopez,0.8286,1985-11-02,KR,false_positive,apellido_frecuente
alr_009331,Van Minh Nguyen,Nguyen Van Minh,0.7833,1990-07-21,IN,false_positive,sin_fecha_nacimiento
alr_009332,Mendez Rios Carlos,Carlos Mendez Rios,0.7349,1990-07-21,IN,false_positive,otras
alr_009333,Juan Gonzalez Perez,Juan Gonzalez Perez,0.7928,1985-11-02,KR,false_positive,apellido_frecuente
alr_009334,Hassan Ahmed Ali,Ahmed Hassan Ali,0.7879,1985-11-02,CN,false_positive,entidad_generica
alr_009335,Jun Kim Min,Kim Min Jun,0.7094,,MX,false_positive,transliteracion
alr_009336,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9057,1990-07-21,MX,false_positive,transliteracion
alr_009337,Nguyen Van Minh,Nguyen Van Minh,0.9324,,KR,false_positive,transliteracion
alr_009338,Maria Silva Costa,Maria Silva Costa,0.7022,1985-11-02,IN,false_positive,apellido_frecuente
alr_009339,Ana Garcia Lopez,Ana Garcia Lopez,0.9821,1978-03-14,IN,false_positive,entidad_generica
alr_009340,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7983,1978-03-14,MX,false_positive,entidad_generica
alr_009341,Ana Garcia Lopez,Ana Garcia Lopez,0.7072,,EG,false_positive,sin_fecha_nacimiento
alr_009342,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8698,1985-11-02,VN,false_positive,entidad_generica
alr_009343,Rios Carlos Mendez,Carlos Mendez Rios,0.7864,1990-07-21,EG,false_positive,otras
alr_009344,Ana Garcia Lopez,Ana Garcia Lopez,0.9012,1978-03-14,MX,false_positive,transliteracion
alr_009345,Maria Silva Costa,Maria Silva Costa,0.8024,,CN,false_positive,transliteracion
alr_009346,Wei Wang Chen,Wang Wei Chen,0.8231,,EG,false_positive,transliteracion
alr_009347,Ahmed Ali Hassan,Ahmed Hassan Ali,0.9085,1985-11-02,CN,false_positive,sin_fecha_nacimiento
alr_009348,Wang Wei Chen,Wang Wei Chen,0.9444,,EG,false_positive,apellido_frecuente
alr_009349,Gonzalez Perez Juan,Juan Gonzalez Perez,0.9831,1985-11-02,KR,false_positive,otras
alr_009350,Rios Mendez Carlos,Carlos Mendez Rios,0.7405,1985-11-02,RU,false_positive,otras
alr_009351,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8556,1978-03-14,IN,false_positive,otras
alr_009352,Carlos Mendez Rios,Carlos Mendez Rios,0.7028,,CL,false_positive,sin_fecha_nacimiento
alr_009353,Silva Costa Maria,Maria Silva Costa,0.9874,1978-03-14,KR,false_positive,otras
alr_009354,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9861,1985-11-02,MX,false_positive,apellido_frecuente
alr_009355,Ivanova Olga Petrova,Olga Petrova Ivanova,0.9842,,RU,false_positive,sin_fecha_nacimiento
alr_009356,Wang Wei Chen,Wang Wei Chen,0.8809,1985-11-02,EG,false_positive,transliteracion
alr_009357,Maria Silva Costa,Maria Silva Costa,0.9586,1985-11-02,IN,false_positive,transliteracion
alr_009358,Ahmed Ali Hassan,Ahmed Hassan Ali,0.7188,1985-11-02,KR,false_positive,transliteracion
alr_009359,Olga Petrova Ivanova,Olga Petrova Ivanova,0.962,1978-03-14,RU,false_positive,entidad_generica
alr_009360,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7565,1985-11-02,RU,false_positive,sin_fecha_nacimiento
alr_009361,Kim Min Jun,Kim Min Jun,0.9058,,EG,false_positive,otras
alr_009362,Silva Maria Costa,Maria Silva Costa,0.7742,1978-03-14,CL,false_positive,entidad_generica
alr_009363,Wang Wei Chen,Wang Wei Chen,0.9047,,MX,false_positive,otras
alr_009364,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7583,,IN,false_positive,apellido_frecuente
alr_009365,Wang Wei Chen,Wang Wei Chen,0.7031,,EG,false_positive,transliteracion
alr_009366,Carlos Mendez Rios,Carlos Mendez Rios,0.804,1978-03-14,MX,false_positive,apellido_frecuente
alr_009367,Kim Min Jun,Kim Min Jun,0.9548,1978-03-14,CN,false_positive,apellido_frecuente
alr_009368,Minh Nguyen Van,Nguyen Van Minh,0.9762,1985-11-02,VN,false_positive,sin_fecha_nacimiento
alr_009369,Lopez Ana Garcia,Ana Garcia Lopez,0.7519,1978-03-14,KR,false_positive,entidad_generica
alr_009370,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7996,1990-07-21,VN,false_positive,transliteracion
alr_009371,Ali Ahmed Hassan,Ahmed Hassan Ali,0.7003,,EG,false_positive,apellido_frecuente
alr_009372,Gonzalez Juan Perez,Juan Gonzalez Perez,0.9011,1985-11-02,IN,false_positive,sin_fecha_nacimiento
alr_009373,Carlos Mendez Rios,Carlos Mendez Rios,0.795,1985-11-02,CL,false_positive,sin_fecha_nacimiento
alr_009374,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8969,,VN,false_positive,entidad_generica
alr_009375,Nguyen Van Minh,Nguyen Van Minh,0.9375,1985-11-02,MX,false_positive,apellido_frecuente
alr_009376,Garcia Ana Lopez,Ana Garcia Lopez,0.8375,,EG,false_positive,apellido_frecuente
alr_009377,Kim Min Jun,Kim Min Jun,0.7827,1978-03-14,IN,false_positive,apellido_frecuente
alr_009378,Nguyen Van Minh,Nguyen Van Minh,0.7953,1978-03-14,MX,false_positive,sin_fecha_nacimiento
alr_009379,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9085,1985-11-02,VN,false_positive,apellido_frecuente
alr_009380,Silva Costa Maria,Maria Silva Costa,0.8612,1978-03-14,MX,false_positive,apellido_frecuente
alr_009381,Hassan Ali Ahmed,Ahmed Hassan Ali,0.886,1978-03-14,KR,false_positive,sin_fecha_nacimiento
alr_009382,Wang Wei Chen,Wang Wei Chen,0.9867,1990-07-21,CN,false_positive,entidad_generica
alr_009383,Chen Wang Wei,Wang Wei Chen,0.7238,1985-11-02,IN,false_positive,transliteracion
alr_009384,Juan Gonzalez Perez,Juan Gonzalez Perez,0.7342,1990-07-21,IN,false_positive,otras
alr_009385,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8311,1978-03-14,MX,false_positive,transliteracion
alr_009386,Kim Min Jun,Kim Min Jun,0.9961,1985-11-02,RU,false_positive,apellido_frecuente
alr_009387,Carlos Mendez Rios,Carlos Mendez Rios,0.9187,1978-03-14,CN,false_positive,apellido_frecuente
alr_009388,Carlos Mendez Rios,Carlos Mendez Rios,0.9288,1985-11-02,CN,false_positive,transliteracion
alr_009389,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8082,1985-11-02,IN,false_positive,sin_fecha_nacimiento
alr_009390,Maria Costa Silva,Maria Silva Costa,0.9986,1985-11-02,MX,false_positive,apellido_frecuente
alr_009391,Wang Wei Chen,Wang Wei Chen,0.9369,1990-07-21,MX,false_positive,sin_fecha_nacimiento
alr_009392,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9677,1985-11-02,RU,false_positive,sin_fecha_nacimiento
alr_009393,Maria Silva Costa,Maria Silva Costa,0.7882,1990-07-21,VN,false_positive,entidad_generica
alr_009394,Maria Silva Costa,Maria Silva Costa,0.9415,1978-03-14,VN,false_positive,transliteracion
alr_009395,Kim Min Jun,Kim Min Jun,0.9291,1990-07-21,CL,false_positive,apellido_frecuente
alr_009396,Chen Wei Wang,Wang Wei Chen,0.8405,1990-07-21,RU,false_positive,transliteracion
alr_009397,Maria Silva Costa,Maria Silva Costa,0.9325,1985-11-02,CN,false_positive,apellido_frecuente
alr_009398,Nguyen Van Minh,Nguyen Van Minh,0.9204,1978-03-14,KR,false_positive,transliteracion
alr_009399,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8192,,VN,false_positive,sin_fecha_nacimiento
alr_009400,Wang Chen Wei,Wang Wei Chen,0.8008,1985-11-02,CN,false_positive,apellido_frecuente
alr_009401,Carlos Mendez Rios,Carlos Mendez Rios,0.7331,,RU,false_positive,transliteracion
alr_009402,Min Jun Kim,Kim Min Jun,0.9673,,EG,false_positive,apellido_frecuente
alr_009403,Lopez Garcia Ana,Ana Garcia Lopez,0.9722,,RU,false_positive,transliteracion
alr_009404,Silva Maria Costa,Maria Silva Costa,0.8663,1985-11-02,EG,false_positive,apellido_frecuente
alr_009405,Rajesh Patel Kumar,Rajesh Patel Kumar,0.794,1990-07-21,VN,false_positive,transliteracion
alr_009406,Chen Wang Wei,Wang Wei Chen,0.9732,,IN,false_positive,apellido_frecuente
alr_009407,Wang Wei Chen,Wang Wei Chen,0.9458,1990-07-21,EG,false_positive,transliteracion
alr_009408,Olga Ivanova Petrova,Olga Petrova Ivanova,0.9659,1978-03-14,VN,false_positive,entidad_generica
alr_009409,Jun Kim Min,Kim Min Jun,0.7924,,MX,false_positive,entidad_generica
alr_009410,Nguyen Van Minh,Nguyen Van Minh,0.8007,1985-11-02,RU,false_positive,sin_fecha_nacimiento
alr_009411,Maria Silva Costa,Maria Silva Costa,0.8482,1990-07-21,EG,false_positive,transliteracion
alr_009412,Nguyen Van Minh,Nguyen Van Minh,0.7075,1978-03-14,CN,false_positive,otras
alr_009413,Ana Garcia Lopez,Ana Garcia Lopez,0.7081,1985-11-02,IN,false_positive,transliteracion
alr_009414,Wang Wei Chen,Wang Wei Chen,0.9803,1978-03-14,KR,false_positive,otras
alr_009415,Maria Silva Costa,Maria Silva Costa,0.9851,1978-03-14,MX,false_positive,entidad_generica
alr_009416,Carlos Mendez Rios,Carlos Mendez Rios,0.8804,1985-11-02,VN,false_positive,otras
alr_009417,Carlos Mendez Rios,Carlos Mendez Rios,0.9719,1990-07-21,IN,false_positive,apellido_frecuente
alr_009418,Maria Silva Costa,Maria Silva Costa,0.8014,1978-03-14,MX,false_positive,entidad_generica
alr_009419,Rajesh Patel Kumar,Rajesh Patel Kumar,0.756,1990-07-21,CN,false_positive,transliteracion
alr_009420,Kumar Patel Rajesh,Rajesh Patel Kumar,0.809,1985-11-02,KR,false_positive,otras
alr_009421,Juan Perez Gonzalez,Juan Gonzalez Perez,0.7783,,KR,false_positive,transliteracion
alr_009422,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8951,1985-11-02,IN,false_positive,transliteracion
alr_009423,Jun Kim Min,Kim Min Jun,0.9955,1990-07-21,RU,false_positive,sin_fecha_nacimiento
alr_009424,Costa Silva Maria,Maria Silva Costa,0.8893,,IN,false_positive,sin_fecha_nacimiento
alr_009425,Juan Gonzalez Perez,Juan Gonzalez Perez,0.7753,,EG,false_positive,sin_fecha_nacimiento
alr_009426,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9749,,KR,false_positive,entidad_generica
alr_009427,Rajesh Patel Kumar,Rajesh Patel Kumar,0.788,1990-07-21,CN,false_positive,sin_fecha_nacimiento
alr_009428,Juan Gonzalez Perez,Juan Gonzalez Perez,0.9393,1990-07-21,VN,false_positive,apellido_frecuente
alr_009429,Ivanova Olga Petrova,Olga Petrova Ivanova,0.9667,1985-11-02,IN,false_positive,otras
alr_009430,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8974,,EG,false_positive,entidad_generica
alr_009431,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9666,1978-03-14,MX,false_positive,apellido_frecuente
alr_009432,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9034,1990-07-21,IN,false_positive,transliteracion
alr_009433,Nguyen Van Minh,Nguyen Van Minh,0.9595,1978-03-14,IN,false_positive,otras
alr_009434,Carlos Mendez Rios,Carlos Mendez Rios,0.7744,,IN,false_positive,sin_fecha_nacimiento
alr_009435,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8871,1990-07-21,CN,false_positive,transliteracion
alr_009436,Kim Min Jun,Kim Min Jun,0.8286,1978-03-14,VN,false_positive,transliteracion
alr_009437,Maria Silva Costa,Maria Silva Costa,0.7772,1978-03-14,IN,false_positive,transliteracion
alr_009438,Wang Wei Chen,Wang Wei Chen,0.9757,,MX,false_positive,sin_fecha_nacimiento
alr_009439,Kim Min Jun,Kim Min Jun,0.7312,1978-03-14,IN,false_positive,sin_fecha_nacimiento
alr_009440,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8134,1990-07-21,KR,false_positive,entidad_generica
alr_009441,Rios Mendez Carlos,Carlos Mendez Rios,0.7902,,MX,false_positive,transliteracion
alr_009442,Maria Silva Costa,Maria Silva Costa,0.8714,,KR,false_positive,apellido_frecuente
alr_009443,Maria Silva Costa,Maria Silva Costa,0.8987,1978-03-14,RU,false_positive,apellido_frecuente
alr_009444,Maria Silva Costa,Maria Silva Costa,0.9377,1985-11-02,VN,false_positive,apellido_frecuente
alr_009445,Nguyen Van Minh,Nguyen Van Minh,0.8565,,EG,false_positive,otras
alr_009446,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9229,1990-07-21,MX,false_positive,entidad_generica
alr_009447,Kumar Rajesh Patel,Rajesh Patel Kumar,0.7359,1985-11-02,MX,false_positive,entidad_generica
alr_009448,Nguyen Van Minh,Nguyen Van Minh,0.8807,,VN,false_positive,entidad_generica
alr_009449,Min Jun Kim,Kim Min Jun,0.8554,1990-07-21,EG,false_positive,apellido_frecuente
alr_009450,Wang Wei Chen,Wang Wei Chen,0.9537,1990-07-21,MX,false_positive,apellido_frecuente
alr_009451,Maria Silva Costa,Maria Silva Costa,0.7768,1990-07-21,IN,false_positive,sin_fecha_nacimiento
alr_009452,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7485,,CN,false_positive,transliteracion
alr_009453,Silva Costa Maria,Maria Silva Costa,0.8262,1978-03-14,CN,false_positive,otras
alr_009454,Ana Garcia Lopez,Ana Garcia Lopez,0.8905,,KR,false_positive,sin_fecha_nacimiento
alr_009455,Lopez Ana Garcia,Ana Garcia Lopez,0.8523,1978-03-14,MX,false_positive,sin_fecha_nacimiento
alr_009456,Carlos Mendez Rios,Carlos Mendez Rios,0.9397,1985-11-02,CL,false_positive,otras
alr_009457,Minh Van Nguyen,Nguyen Van Minh,0.9439,1985-11-02,KR,false_positive,entidad_generica
alr_009458,Minh Van Nguyen,Nguyen Van Minh,0.9703,,KR,false_positive,apellido_frecuente
alr_009459,Lopez Ana Garcia,Ana Garcia Lopez,0.8934,,KR,false_positive,entidad_generica
alr_009460,Ana Garcia Lopez,Ana Garcia Lopez,0.9017,,RU,false_positive,otras
alr_009461,Patel Kumar Rajesh,Rajesh Patel Kumar,0.9246,1978-03-14,CN,false_positive,apellido_frecuente
alr_009462,Ana Garcia Lopez,Ana Garcia Lopez,0.882,1978-03-14,VN,false_positive,sin_fecha_nacimiento
alr_009463,Kumar Rajesh Patel,Rajesh Patel Kumar,0.8187,1985-11-02,EG,false_positive,transliteracion
alr_009464,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8893,,VN,false_positive,apellido_frecuente
alr_009465,Ana Garcia Lopez,Ana Garcia Lopez,0.7145,1990-07-21,MX,false_positive,otras
alr_009466,Costa Silva Maria,Maria Silva Costa,0.97,1978-03-14,RU,false_positive,apellido_frecuente
alr_009467,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7585,1990-07-21,EG,false_positive,transliteracion
alr_009468,Costa Maria Silva,Maria Silva Costa,0.7776,1990-07-21,MX,false_positive,entidad_generica
alr_009469,Maria Silva Costa,Maria Silva Costa,0.9716,,RU,false_positive,apellido_frecuente
alr_009470,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9902,,MX,false_positive,apellido_frecuente
alr_009471,Perez Gonzalez Juan,Juan Gonzalez Perez,0.9073,,VN,false_positive,otras
alr_009472,Maria Silva Costa,Maria Silva Costa,0.7301,1978-03-14,RU,false_positive,entidad_generica
alr_009473,Kim Min Jun,Kim Min Jun,0.9435,1985-11-02,RU,false_positive,transliteracion
alr_009474,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8695,1990-07-21,CL,false_positive,otras
alr_009475,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8985,1990-07-21,KR,false_positive,apellido_frecuente
alr_009476,Ana Garcia Lopez,Ana Garcia Lopez,0.862,1990-07-21,KR,false_positive,otras
alr_009477,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8752,,KR,false_positive,entidad_generica
alr_009478,Kim Min Jun,Kim Min Jun,0.7133,1990-07-21,EG,false_positive,apellido_frecuente
alr_009479,Kim Min Jun,Kim Min Jun,0.9119,,CL,false_positive,entidad_generica
alr_009480,Wang Chen Wei,Wang Wei Chen,0.8875,1985-11-02,IN,false_positive,sin_fecha_nacimiento
alr_009481,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7299,1985-11-02,MX,false_positive,apellido_frecuente
alr_009482,Carlos Mendez Rios,Carlos Mendez Rios,0.9013,1990-07-21,CL,false_positive,otras
alr_009483,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7941,1985-11-02,VN,false_positive,entidad_generica
alr_009484,Lopez Ana Garcia,Ana Garcia Lopez,0.8515,1990-07-21,KR,false_positive,apellido_frecuente
alr_009485,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9476,,CL,false_positive,sin_fecha_nacimiento
alr_009486,Maria Silva Costa,Maria Silva Costa,0.7877,1990-07-21,MX,false_positive,sin_fecha_nacimiento
alr_009487,Carlos Mendez Rios,Carlos Mendez Rios,0.8708,1985-11-02,VN,false_positive,transliteracion
alr_009488,Minh Nguyen Van,Nguyen Van Minh,0.9156,1985-11-02,CN,false_positive,entidad_generica
alr_009489,Wang Wei Chen,Wang Wei Chen,0.9711,,MX,false_positive,entidad_generica
alr_009490,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8366,1990-07-21,CN,false_positive,transliteracion
alr_009491,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8196,1985-11-02,EG,false_positive,apellido_frecuente
alr_009492,Wang Wei Chen,Wang Wei Chen,0.86,1990-07-21,KR,false_positive,entidad_generica
alr_009493,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8266,1990-07-21,MX,false_positive,otras
alr_009494,Van Nguyen Minh,Nguyen Van Minh,0.8602,,IN,false_positive,otras
alr_009495,Garcia Lopez Ana,Ana Garcia Lopez,0.7883,1990-07-21,KR,false_positive,entidad_generica
alr_009496,Ali Hassan Ahmed,Ahmed Hassan Ali,0.9716,1990-07-21,MX,false_positive,otras
alr_009497,Juan Gonzalez Perez,Juan Gonzalez Perez,0.9949,,CN,false_positive,sin_fecha_nacimiento
alr_009498,Garcia Lopez Ana,Ana Garcia Lopez,0.886,1990-07-21,EG,false_positive,entidad_generica
alr_009499,Costa Silva Maria,Maria Silva Costa,0.9187,1978-03-14,VN,false_positive,entidad_generica
alr_009500,Wang Wei Chen,Wang Wei Chen,0.7854,1990-07-21,CN,false_positive,transliteracion
alr_009501,Kumar Rajesh Patel,Rajesh Patel Kumar,0.8828,,KR,false_positive,transliteracion
alr_009502,Maria Silva Costa,Maria Silva Costa,0.912,1990-07-21,CL,false_positive,sin_fecha_nacimiento
alr_009503,Nguyen Van Minh,Nguyen Van Minh,0.8823,1985-11-02,CN,false_positive,otras
alr_009504,Ali Ahmed Hassan,Ahmed Hassan Ali,0.9577,1985-11-02,RU,false_positive,entidad_generica
alr_009505,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9296,,CN,false_positive,entidad_generica
alr_009506,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7083,1978-03-14,VN,false_positive,apellido_frecuente
alr_009507,Carlos Mendez Rios,Carlos Mendez Rios,0.952,1990-07-21,CN,false_positive,apellido_frecuente
alr_009508,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7406,,VN,false_positive,entidad_generica
alr_009509,Ana Garcia Lopez,Ana Garcia Lopez,0.8288,1978-03-14,CN,false_positive,transliteracion
alr_009510,Wang Wei Chen,Wang Wei Chen,0.8689,1990-07-21,RU,false_positive,apellido_frecuente
alr_009511,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9366,1978-03-14,IN,false_positive,otras
alr_009512,Maria Silva Costa,Maria Silva Costa,0.7091,1978-03-14,CL,false_positive,transliteracion
alr_009513,Ivanova Petrova Olga,Olga Petrova Ivanova,0.8292,1985-11-02,EG,false_positive,otras
alr_009514,Nguyen Van Minh,Nguyen Van Minh,0.8428,,CN,false_positive,transliteracion
alr_009515,Ana Garcia Lopez,Ana Garcia Lopez,0.9915,1985-11-02,VN,false_positive,entidad_generica
alr_009516,Ana Lopez Garcia,Ana Garcia Lopez,0.7663,1978-03-14,MX,false_positive,apellido_frecuente
alr_009517,Kim Jun Min,Kim Min Jun,0.8779,1985-11-02,VN,false_positive,transliteracion
alr_009518,Kim Min Jun,Kim Min Jun,0.7721,1978-03-14,MX,false_positive,entidad_generica
alr_009519,Chen Wang Wei,Wang Wei Chen,0.7094,1978-03-14,RU,false_positive,entidad_generica
alr_009520,Costa Maria Silva,Maria Silva Costa,0.7204,1985-11-02,KR,false_positive,sin_fecha_nacimiento
alr_009521,Nguyen Van Minh,Nguyen Van Minh,0.8756,,RU,false_positive,transliteracion
alr_009522,Maria Silva Costa,Maria Silva Costa,0.7091,1990-07-21,MX,false_positive,entidad_generica
alr_009523,Ahmed Hassan Ali,Ahmed Hassan Ali,0.91,,VN,false_positive,apellido_frecuente
alr_009524,Carlos Mendez Rios,Carlos Mendez Rios,0.8685,1985-11-02,CL,false_positive,sin_fecha_nacimiento
alr_009525,Olga Petrova Ivanova,Olga Petrova Ivanova,0.984,1978-03-14,CL,false_positive,entidad_generica
alr_009526,Juan Gonzalez Perez,Juan Gonzalez Perez,0.7053,,CN,false_positive,transliteracion
alr_009527,Garcia Ana Lopez,Ana Garcia Lopez,0.7435,1985-11-02,EG,false_positive,entidad_generica
alr_009528,Ana Garcia Lopez,Ana Garcia Lopez,0.7082,,IN,false_positive,sin_fecha_nacimiento
alr_009529,Ana Garcia Lopez,Ana Garcia Lopez,0.8298,1990-07-21,IN,false_positive,entidad_generica
alr_009530,Juan Gonzalez Perez,Juan Gonzalez Perez,0.9128,1978-03-14,IN,false_positive,otras
alr_009531,Kim Min Jun,Kim Min Jun,0.8956,1985-11-02,CN,false_positive,otras
alr_009532,Juan Gonzalez Perez,Juan Gonzalez Perez,0.933,1978-03-14,KR,false_positive,apellido_frecuente
alr_009533,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8954,1978-03-14,CL,false_positive,transliteracion
alr_009534,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8931,1978-03-14,VN,false_positive,otras
alr_009535,Juan Gonzalez Perez,Juan Gonzalez Perez,0.9326,,VN,false_positive,sin_fecha_nacimiento
alr_009536,Kim Min Jun,Kim Min Jun,0.7913,1978-03-14,IN,false_positive,entidad_generica
alr_009537,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7884,,RU,false_positive,sin_fecha_nacimiento
alr_009538,Patel Kumar Rajesh,Rajesh Patel Kumar,0.8027,1985-11-02,MX,false_positive,apellido_frecuente
alr_009539,Juan Gonzalez Perez,Juan Gonzalez Perez,0.9536,1990-07-21,IN,false_positive,otras
alr_009540,Perez Juan Gonzalez,Juan Gonzalez Perez,0.7235,,CN,false_positive,transliteracion
alr_009541,Ana Garcia Lopez,Ana Garcia Lopez,0.7148,1990-07-21,KR,false_positive,sin_fecha_nacimiento
alr_009542,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9369,,CL,false_positive,apellido_frecuente
alr_009543,Ana Garcia Lopez,Ana Garcia Lopez,0.873,,VN,false_positive,otras
alr_009544,Carlos Mendez Rios,Carlos Mendez Rios,0.9557,1985-11-02,EG,false_positive,apellido_frecuente
alr_009545,Kumar Patel Rajesh,Rajesh Patel Kumar,0.8072,1978-03-14,CL,false_positive,apellido_frecuente
alr_009546,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9058,,CL,false_positive,otras
alr_009547,Ana Garcia Lopez,Ana Garcia Lopez,0.7926,1990-07-21,CL,false_positive,transliteracion
alr_009548,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7986,,EG,false_positive,otras
alr_009549,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8676,1985-11-02,VN,false_positive,otras
alr_009550,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7755,1985-11-02,VN,false_positive,apellido_frecuente
alr_009551,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8424,1978-03-14,VN,false_positive,otras
alr_009552,Patel Rajesh Kumar,Rajesh Patel Kumar,0.9695,,MX,false_positive,sin_fecha_nacimiento
alr_009553,Nguyen Van Minh,Nguyen Van Minh,0.8304,,CN,false_positive,apellido_frecuente
